customer_id,churn_risk_score,contract,tenure_months,monthly_charges,churn
CUST00055,0.23270868747249032,Two year,21,56.67,No
CUST00056,0.49808377302677087,Month-to-month,11,56.71,No
CUST00057,0.5414942705186845,Month-to-month,6,67.01,No
CUST00058,0.4877045783995348,Month-to-month,16,66.01,No
CUST00059,0.5067767465278757,Month-to-month,8,84.03,No
CUST00060,0.3489427095349092,Month-to-month,54,61.98,No
CUST00061,0.4283139861501351,Month-to-month,51,56.25,Yes
CUST00062,0.24991918143092806,Two year,13,60.48,No
CUST00063,0.5010796519643956,Month-to-month,7,47.13,Yes
CUST00064,0.38948626723199986,Month-to-month,26,56.0,No
CUST00065,0.37242900245023536,Month-to-month,0,115.78,No
CUST00066,0.48477433005433473,Month-to-month,12,42.18,Yes
CUST00067,0.462281733072139,Two year,8,58.03,No
CUST00068,0.4404386888445073,Month-to-month,50,55.31,Yes
CUST00069,0.2752200855786612,Two year,0,58.82,No
CUST00070,0.34103889213683347,One year,16,56.72,No
CUST00071,0.4722944280623229,Month-to-month,26,71.98,No
CUST00072,0.507549107070541,Month-to-month,13,22.25,Yes
CUST00073,0.6473956469299581,Two year,1,90.93,Yes
CUST00074,0.15632818938226659,One year,71,80.81,No
CUST00075,0.258337710439861,One year,14,33.93,No
CUST00076,0.2711843476195279,One year,19,18.0,No
CUST00077,0.7453373367086199,Month-to-month,5,40.57,Yes
CUST00078,0.4552223807618052,Month-to-month,13,58.93,No
CUST00079,0.493426403080774,Month-to-month,11,120.0,No
CUST00080,0.3792258752542914,Two year,1,78.58,No
CUST00081,0.2902970954154027,One year,2,19.81,No
CUST00082,0.48130645124886284,Month-to-month,36,47.76,Yes
CUST00083,0.6665850344534613,Month-to-month,5,63.67,Yes
CUST00084,0.7052650932552291,Month-to-month,4,71.34,Yes
CUST00085,0.4431599918344859,Month-to-month,14,32.13,No
CUST00086,0.2900610635134908,One year,29,61.63,No
CUST00087,0.5076993403196645,One year,1,47.06,Yes
CUST00088,0.455514564715983,Two year,17,37.41,No
CUST00089,0.6703903703066844,Month-to-month,2,71.49,No
CUST00090,0.47038099849919623,Month-to-month,0,84.35,No
CUST00091,0.48226485231222044,One year,1,86.03,Yes
CUST00092,0.4262545485249957,One year,35,79.36,Yes
CUST00093,0.44039517561778113,One year,2,52.57,No
CUST00094,0.5859690614685601,One year,0,82.86,Yes
CUST00095,0.4598359265362062,Month-to-month,11,72.73,No
CUST00096,0.5021565852590419,Month-to-month,37,68.35,No
CUST00097,0.5086480205967449,Month-to-month,6,49.71,No
CUST00098,0.5007470330349433,Month-to-month,10,52.58,Yes
CUST00099,0.6496362640342436,Month-to-month,0,66.85,Yes
CUST00100,0.5355971768388891,Month-to-month,11,120.0,No
CUST00101,0.3339611002844013,One year,17,72.53,Yes
CUST00102,0.48327311792656497,Month-to-month,16,49.72,No
CUST00103,0.469678862754149,Month-to-month,8,44.19,No
CUST00104,0.2956352383173961,Two year,7,52.71,No
CUST00105,0.7071870453681031,Month-to-month,2,119.43,Yes
CUST00106,0.42649296454895447,Month-to-month,9,55.02,No
CUST00107,0.6107030042414514,One year,2,87.67,Yes
CUST00108,0.4924842592580107,Month-to-month,29,55.6,Yes
CUST00109,0.44953874492074347,Month-to-month,67,71.53,No
CUST00110,0.3852738309150341,Month-to-month,70,84.79,No
CUST00111,0.5258794516875047,Month-to-month,40,50.7,No
CUST00112,0.2094192789593794,Two year,18,48.97,No
CUST00113,0.48533488992387147,Two year,24,106.47,No
CUST00114,0.44820001097664997,One year,6,89.61,No
CUST00115,0.2828582623683381,Two year,19,84.77,No
CUST00116,0.29680590798936896,Two year,12,84.68,No
CUST00117,0.40424632214980394,Month-to-month,13,76.49,No
CUST00118,0.49567335939479457,Two year,28,115.44,Yes
CUST00119,0.510303897710065,Month-to-month,6,66.1,No
CUST00120,0.26577046223336054,Two year,7,79.43,No
CUST00121,0.3758564717038055,Two year,51,28.73,No
CUST00122,0.6101314505404417,Month-to-month,1,44.38,Yes
CUST00123,0.5179454143284361,Month-to-month,13,34.98,Yes
CUST00124,0.46663902595132967,Month-to-month,48,96.85,Yes
CUST00125,0.3971230757585606,Month-to-month,18,18.0,No
CUST00126,0.259870293810858,Two year,15,54.94,No
CUST00127,0.5692587226160251,Two year,5,18.0,Yes
CUST00128,0.5426455562973382,Month-to-month,8,44.22,Yes
CUST00129,0.5054947748821124,Month-to-month,38,52.73,Yes
CUST00130,0.5996219121375748,Month-to-month,16,99.62,No
CUST00131,0.37967587085841176,Month-to-month,14,74.92,No
CUST00132,0.7057163125992435,Month-to-month,2,44.17,Yes
CUST00133,0.7454717469730272,Month-to-month,0,91.65,Yes
CUST00134,0.14895157781190008,Two year,66,65.45,No
CUST00135,0.5016129437952392,Month-to-month,9,65.94,No
CUST00136,0.4042815344392321,Month-to-month,18,34.93,No
CUST00137,0.6364653018641291,One year,1,40.25,Yes
CUST00138,0.5061224719253216,Month-to-month,22,44.37,No
CUST00139,0.2588716834856219,Two year,53,66.16,Yes
CUST00140,0.23131277467501754,Two year,17,66.95,No
CUST00141,0.7428029282400036,Month-to-month,2,103.6,Yes
CUST00142,0.5389328610016899,Month-to-month,17,74.63,Yes
CUST00143,0.3894631084627032,Month-to-month,29,18.0,No
CUST00144,0.6072545894687925,Month-to-month,10,71.57,Yes
CUST00145,0.35490580184373416,Month-to-month,42,28.75,Yes
CUST00146,0.3333513345785141,One year,20,40.85,No
CUST00147,0.4668461086822069,Month-to-month,45,44.7,Yes
CUST00148,0.5532481903824378,Month-to-month,19,48.42,Yes
CUST00149,0.6571992098688866,Month-to-month,2,30.62,Yes
CUST00150,0.39395401805097185,Two year,7,70.09,No
CUST00151,0.6233983450194921,Month-to-month,4,29.73,No
CUST00152,0.34059291607886183,Month-to-month,47,73.92,No
CUST00153,0.47151932067788976,Month-to-month,28,120.0,No
CUST00154,0.3732284359646656,Two year,22,31.77,No
CUST00155,0.504630351969361,Month-to-month,7,57.89,Yes
CUST00156,0.2729267836672231,One year,4,18.0,No
CUST00157,0.3822260640812173,One year,28,57.48,No
CUST00158,0.4563252442974385,Month-to-month,12,81.07,Yes
CUST00159,0.44763392468127206,One year,5,83.02,Yes
CUST00160,0.4995614240889924,Month-to-month,19,66.93,No
CUST00161,0.6709457835051807,One year,0,87.23,Yes
CUST00162,0.4564690644983408,One year,7,120.0,No
CUST00163,0.6373372345639527,Month-to-month,12,107.81,Yes
CUST00164,0.5363802672026537,Month-to-month,3,51.94,No
CUST00165,0.19042687446297588,Two year,72,28.72,No
CUST00166,0.7508555825075608,Month-to-month,4,54.85,Yes
CUST00167,0.6064662407209864,Month-to-month,2,41.33,No
CUST00168,0.6054232339830499,Month-to-month,4,76.28,No
CUST00169,0.42181746480089133,One year,29,35.47,No
CUST00170,0.2780671126987469,One year,11,63.18,No
CUST00171,0.5123909514156887,Month-to-month,16,85.95,Yes
CUST00172,0.5479676408187446,Month-to-month,0,62.48,Yes
CUST00173,0.5879771762011364,Month-to-month,0,41.34,No
CUST00174,0.5526315479438485,One year,11,94.37,Yes
CUST00175,0.48237115262129726,Month-to-month,33,18.03,Yes
CUST00176,0.292978059142164,One year,43,56.81,No
CUST00177,0.6450675860475568,Month-to-month,1,63.96,Yes
CUST00178,0.23648775979264616,Two year,15,65.4,No
CUST00179,0.374289099215271,Month-to-month,48,69.51,No
CUST00180,0.4054623008985198,Month-to-month,9,80.26,No
CUST00181,0.49803143405493905,Month-to-month,35,64.11,No
CUST00182,0.5804730868940616,Two year,2,55.8,No
CUST00183,0.36134252448650533,Two year,54,54.81,Yes
CUST00184,0.5158554226129193,Month-to-month,27,49.71,Yes
CUST00185,0.3485592972315617,One year,56,84.69,No
CUST00186,0.1721942270552213,Two year,22,48.84,No
CUST00187,0.4767839853290171,One year,9,86.17,No
CUST00188,0.4547724567065113,Month-to-month,55,65.47,No
CUST00189,0.4524302101966692,Month-to-month,6,51.97,No
CUST00190,0.48087622506368427,Month-to-month,8,80.46,No
CUST00191,0.2462967373103719,Two year,24,46.81,No
CUST00192,0.24895662538884397,Two year,28,80.95,No
CUST00193,0.1837663845988311,One year,53,70.32,No
CUST00194,0.6939523124763088,Month-to-month,4,50.09,Yes
CUST00195,0.48963705582167066,Month-to-month,31,78.22,No
CUST00196,0.3450222596440801,One year,26,78.66,No
CUST00197,0.5836576029098606,Two year,1,93.94,Yes
CUST00198,0.31796393596373096,Two year,9,89.15,No
CUST00199,0.39062235134104206,One year,6,77.28,No
CUST00200,0.3141489002030421,One year,7,36.81,No
CUST00201,0.24419182575244075,Month-to-month,72,120.0,No
CUST00202,0.46697606994492247,Month-to-month,20,29.91,No
CUST00203,0.39244669576125607,Two year,25,88.73,No
CUST00204,0.1654658992753126,One year,72,75.78,No
CUST00205,0.45481661946697094,Month-to-month,9,35.65,No
CUST00206,0.5355892593227363,Month-to-month,32,61.89,Yes
CUST00207,0.33801632254062147,One year,11,63.03,Yes
CUST00208,0.39633711515057,Month-to-month,40,97.64,No
CUST00209,0.6735158521226,Month-to-month,3,47.17,Yes
CUST00210,0.4218134811265541,Month-to-month,59,58.45,Yes
CUST00211,0.3664018204321284,One year,4,18.0,No
CUST00212,0.2812740046766741,One year,7,108.37,No
CUST00213,0.4744336057226135,Month-to-month,28,38.24,No
CUST00214,0.3546599487518309,One year,10,73.17,No
CUST00215,0.5013766694434422,Month-to-month,18,62.46,No
CUST00216,0.5315582452193935,Month-to-month,11,62.55,No
CUST00217,0.46826407032022294,One year,27,85.25,No
CUST00218,0.6243826053635055,One year,5,106.78,Yes
CUST00219,0.3300062083853997,Two year,1,71.29,No
CUST00220,0.42433853034330704,One year,7,81.38,No
CUST00221,0.41375455540282774,One year,12,73.22,Yes
CUST00222,0.7405918510618273,Month-to-month,3,90.44,Yes
CUST00223,0.5380036907032119,Month-to-month,8,53.43,Yes
CUST00224,0.5895986881873747,Month-to-month,10,91.88,Yes
CUST00225,0.6060071073438881,Month-to-month,1,92.76,No
CUST00226,0.3324932103502227,Two year,17,92.06,No
CUST00227,0.5341773330568258,Month-to-month,43,48.5,Yes
CUST00228,0.5142497355038027,Two year,3,60.79,Yes
CUST00229,0.17375932474974293,One year,18,70.99,No
CUST00230,0.349572517746119,One year,21,30.73,No
CUST00231,0.5476293033201783,Month-to-month,10,104.87,No
CUST00232,0.2519625963793229,One year,24,64.69,No
CUST00233,0.5091147444601561,Month-to-month,10,72.1,Yes
CUST00234,0.44309922464193996,Month-to-month,14,50.57,No
CUST00235,0.5983000041007329,One year,0,31.83,Yes
CUST00236,0.5816840362928939,Month-to-month,23,49.9,Yes
CUST00237,0.45071667284558076,Month-to-month,21,70.48,No
CUST00238,0.30022239742070755,One year,0,81.84,No
CUST00239,0.38948346068599127,Month-to-month,9,69.04,No
CUST00240,0.44105855537591226,Two year,72,73.67,No
CUST00241,0.23532512412682619,Two year,10,56.57,No
CUST00242,0.2934169333136548,Two year,13,77.41,No
CUST00243,0.27914547197819534,Month-to-month,48,102.07,No
CUST00244,0.5527631641436108,Month-to-month,25,82.62,No
CUST00245,0.28921016247501113,Two year,17,85.24,No
CUST00246,0.43561960841537334,Month-to-month,31,72.35,No
CUST00247,0.38687401902147767,Two year,39,27.42,No
CUST00248,0.2222212509880116,Two year,12,38.88,No
CUST00249,0.3043017835521754,Two year,12,76.37,No
CUST00250,0.5792795180373561,Month-to-month,9,64.73,No
CUST00251,0.3714257185659236,Month-to-month,68,76.0,Yes
CUST00252,0.3918377672180444,Two year,23,106.91,Yes
CUST00253,0.7089860952551617,Month-to-month,1,83.15,Yes
CUST00254,0.6463698392364065,Month-to-month,39,96.47,Yes
CUST00255,0.2930726404866475,One year,13,67.37,No
CUST00256,0.6017155871340221,Two year,1,44.82,Yes
CUST00257,0.43491060804155984,One year,15,63.55,No
CUST00258,0.3297383643102672,One year,10,44.88,No
CUST00259,0.297863339663799,Month-to-month,42,103.96,No
CUST00260,0.5820037644634205,One year,4,84.76,Yes
CUST00261,0.30426985760342573,Two year,35,78.01,No
CUST00262,0.6100016514615761,Month-to-month,16,95.9,Yes
CUST00263,0.5451303038811625,Month-to-month,1,18.0,No
CUST00264,0.14230140034142613,Two year,71,79.7,No
CUST00265,0.32837660752059605,One year,14,32.23,No
CUST00266,0.5453798538904796,One year,6,64.82,Yes
CUST00267,0.36938545137163786,One year,12,57.21,No
CUST00268,0.5052313463497524,Month-to-month,39,81.54,No
CUST00269,0.6143539812379031,Month-to-month,7,70.7,Yes
CUST00270,0.43636304937278586,Two year,4,98.63,No
CUST00271,0.4716468967864846,Two year,2,49.95,No
CUST00272,0.2694842365806871,Two year,7,82.73,No
CUST00273,0.25566401417300766,Two year,30,69.06,No
CUST00274,0.5647375226088883,Month-to-month,12,24.12,Yes
CUST00275,0.7410853960795813,Month-to-month,5,42.03,Yes
CUST00276,0.6043524655178151,One year,3,61.25,Yes
CUST00277,0.28248307754746216,One year,8,92.81,No
CUST00278,0.18771997928277084,One year,56,76.59,No
CUST00279,0.48137518219893566,One year,8,35.81,No
CUST00280,0.25387662836854247,Two year,72,61.49,No
CUST00281,0.6378331277096079,Month-to-month,13,115.45,Yes
CUST00282,0.7071661870231125,Month-to-month,3,67.78,Yes
CUST00283,0.4277498809459923,Month-to-month,44,56.82,No
CUST00284,0.3131011367827806,One year,12,77.29,No
CUST00285,0.6003009869594634,Month-to-month,24,84.08,Yes
CUST00286,0.42684702158364574,Month-to-month,72,53.6,Yes
CUST00287,0.6506601542214715,Month-to-month,1,77.56,Yes
CUST00288,0.6478065649236815,Month-to-month,2,56.78,No
CUST00289,0.4856046112367256,One year,25,82.98,No
CUST00290,0.6033072810519141,Month-to-month,6,69.24,Yes
CUST00291,0.5490447858978326,Month-to-month,4,77.05,No
CUST00292,0.6952893169770591,Two year,0,46.02,Yes
CUST00293,0.7059169526749365,Month-to-month,0,44.47,Yes
CUST00294,0.6763091497384045,Month-to-month,29,88.64,Yes
CUST00295,0.6598107631911018,Month-to-month,2,63.02,No
CUST00296,0.40741182263544135,One year,12,72.13,No
CUST00297,0.5104056038134437,Month-to-month,18,57.34,No
CUST00298,0.3196437555999403,One year,11,87.47,No
CUST00299,0.5269613285278814,Month-to-month,0,49.8,No
CUST00300,0.5252486069263675,Month-to-month,30,61.61,Yes
CUST00301,0.3998305758416583,Month-to-month,0,84.65,Yes
CUST00302,0.405036476714703,Month-to-month,28,94.32,No
CUST00303,0.2913948178436243,One year,44,51.91,No
CUST00304,0.4152818550183372,One year,11,113.99,No
CUST00305,0.27492944428988,Two year,15,72.83,No
CUST00306,0.41745549584403396,Month-to-month,12,38.93,No
CUST00307,0.38366782413566997,Month-to-month,9,74.23,No
CUST00308,0.24355795675822597,One year,43,55.43,No
CUST00309,0.33896341145104697,Month-to-month,44,75.85,No
CUST00310,0.41918556174568783,Month-to-month,8,63.93,No
CUST00311,0.4993081443012293,Month-to-month,19,66.86,No
CUST00312,0.4106058855302187,Month-to-month,52,42.21,Yes
CUST00313,0.13521872212857253,Two year,65,89.75,No
CUST00314,0.2616255096672601,Two year,14,36.1,No
CUST00315,0.5424667569231022,One year,12,37.28,Yes
CUST00316,0.49824279011567396,Month-to-month,6,74.18,No
CUST00317,0.5904786269217533,Month-to-month,63,105.07,Yes
CUST00318,0.7203515261696033,Month-to-month,3,56.19,Yes
CUST00319,0.4681240087116123,Month-to-month,17,82.52,No
CUST00320,0.6075092191007908,Month-to-month,6,91.83,Yes
CUST00321,0.4279881731553708,One year,6,85.37,No
CUST00322,0.23668442277064405,One year,10,57.22,No
CUST00323,0.31000185004180236,Month-to-month,72,37.72,No
CUST00324,0.672188727277241,Two year,1,18.0,Yes
CUST00325,0.18703701154543004,One year,17,58.43,No
CUST00326,0.5204402955192818,One year,1,94.45,Yes
CUST00327,0.34185343274038266,One year,3,36.9,No
CUST00328,0.401597127204326,Month-to-month,11,82.51,No
CUST00329,0.43310524815366946,Month-to-month,14,41.25,Yes
CUST00330,0.5523841745547494,Month-to-month,5,67.65,Yes
CUST00331,0.3392778098447251,One year,7,82.69,No
CUST00332,0.5659681053323308,Month-to-month,1,48.51,No
CUST00333,0.539434333832042,Month-to-month,7,69.26,Yes
CUST00334,0.3556763172987214,Month-to-month,67,54.62,No
CUST00335,0.21676143160238454,Month-to-month,57,82.63,No
CUST00336,0.2536511694195342,Two year,8,70.88,No
CUST00337,0.18827383601615227,One year,16,66.41,No
CUST00338,0.3419334540768293,Month-to-month,48,103.96,No
CUST00339,0.6017063616681336,Month-to-month,0,81.56,No
CUST00340,0.3575001785495573,Month-to-month,33,47.74,No
CUST00341,0.44052148319509693,Month-to-month,59,62.85,Yes
CUST00342,0.5710675292117185,Month-to-month,1,63.1,No
CUST00343,0.7567440769798846,Month-to-month,3,67.01,Yes
CUST00344,0.5063463650267037,Month-to-month,64,120.0,Yes
CUST00345,0.4187380011092997,One year,15,74.27,Yes
CUST00346,0.301215007003452,One year,0,18.0,No
CUST00347,0.6496473219027208,Month-to-month,5,51.43,Yes
CUST00348,0.39676823414763374,Month-to-month,11,18.0,No
CUST00349,0.21248277936136406,One year,23,56.76,No
CUST00350,0.4447012203928735,Month-to-month,26,18.0,Yes
CUST00351,0.3069356728435239,Two year,72,43.21,No
CUST00352,0.5587878696556596,One year,6,26.98,Yes
CUST00353,0.4763975565326127,Month-to-month,15,74.6,No
CUST00354,0.5525513742647942,Month-to-month,15,65.01,Yes
CUST00355,0.23471723281907209,One year,10,72.57,No
CUST00356,0.5686597516109735,Month-to-month,3,62.39,No
CUST00357,0.20191732531000484,One year,72,30.14,No
CUST00358,0.274921290106209,Two year,38,77.84,No
CUST00359,0.5746450976891037,One year,13,113.06,Yes
CUST00360,0.48561363342171665,Month-to-month,18,75.23,Yes
CUST00361,0.2649708311832734,One year,5,54.35,No
CUST00362,0.3645299764568165,Month-to-month,15,29.3,No
CUST00363,0.3621370356793643,Month-to-month,23,42.3,No
CUST00364,0.2668082223532658,Two year,14,76.33,No
CUST00365,0.2838002297023059,Month-to-month,72,91.83,No
CUST00366,0.2233099531395396,Two year,18,71.52,No
CUST00367,0.30585713931352215,Two year,9,85.0,No
CUST00368,0.5761285844895204,Month-to-month,29,82.69,No
CUST00369,0.7044245617112628,Month-to-month,3,77.66,No
CUST00370,0.5181772418893382,Month-to-month,9,48.54,No
CUST00371,0.4631301651860457,Month-to-month,8,69.35,No
CUST00372,0.5729110189261086,Month-to-month,11,43.79,Yes
CUST00373,0.43721901026558824,One year,30,65.44,Yes
CUST00374,0.34864464964418007,Month-to-month,13,73.27,No
CUST00375,0.5191166052998935,Month-to-month,31,106.97,No
CUST00376,0.3021055652044857,Two year,17,32.26,No
CUST00377,0.5238893699029382,Month-to-month,8,77.04,Yes
CUST00378,0.5582696009540705,Two year,33,102.03,Yes
CUST00379,0.7279939358889521,Month-to-month,5,83.97,Yes
CUST00380,0.732397527376043,Month-to-month,5,85.82,Yes
CUST00381,0.5336562650914254,One year,14,79.69,Yes
CUST00382,0.3571207856681503,One year,6,97.46,No
CUST00383,0.3231804282790472,Two year,0,37.81,No
CUST00384,0.30214764022425,One year,20,30.35,No
CUST00385,0.32534566125932385,Two year,14,64.84,No
CUST00386,0.31068189899950366,Month-to-month,11,18.0,No
CUST00387,0.34415220072635333,Month-to-month,68,95.77,No
CUST00388,0.41967542375493416,One year,16,95.52,No
CUST00389,0.2505247807848484,Two year,39,54.17,No
CUST00390,0.44639888504012476,Two year,3,55.73,No
CUST00391,0.46268989719759396,Month-to-month,16,63.19,Yes
CUST00392,0.411223424876739,Month-to-month,40,66.3,No
CUST00393,0.31918302069378635,One year,17,68.18,No
CUST00394,0.40076393393538057,Month-to-month,25,78.96,No
CUST00395,0.3209962333593468,Two year,9,60.68,No
CUST00396,0.5554839375036533,Two year,1,88.58,Yes
CUST00397,0.45382508615919925,Month-to-month,12,76.15,Yes
CUST00398,0.35798932821999174,One year,10,49.83,No
CUST00399,0.3116865591654396,One year,40,98.38,No
CUST00400,0.6315357761021939,Month-to-month,5,31.04,No
CUST00401,0.18445426281506436,Two year,68,62.7,No
CUST00402,0.2632857814857822,Month-to-month,63,89.17,No
CUST00403,0.5187956073941353,Two year,5,46.92,Yes
CUST00404,0.47833856834639965,Month-to-month,8,72.74,No
CUST00405,0.2414485191912548,Two year,45,78.58,No
CUST00406,0.4059857734633569,Month-to-month,67,43.49,No
CUST00407,0.47397068191110053,Month-to-month,11,63.19,No
CUST00408,0.2776906696341098,Two year,7,61.09,No
CUST00409,0.4169103273805463,Month-to-month,14,51.21,No
CUST00410,0.679620038655554,Month-to-month,23,120.0,Yes
CUST00411,0.323897320289803,Two year,6,45.92,No
CUST00412,0.21960961245604263,Two year,26,90.12,No
CUST00413,0.2924106062657182,One year,1,55.18,No
CUST00414,0.40995007249926635,One year,1,37.83,Yes
CUST00415,0.37130851680585714,Month-to-month,9,67.57,No
CUST00416,0.5231450079201432,Month-to-month,8,81.23,Yes
CUST00417,0.4543178772111029,Month-to-month,7,88.01,No
CUST00418,0.5977538442209949,One year,13,104.06,Yes
CUST00419,0.3947102177983172,One year,7,120.0,No
CUST00420,0.3285088678180791,One year,4,71.26,No
CUST00421,0.4966420301833277,One year,7,48.42,Yes
CUST00422,0.3198863952844286,Month-to-month,72,76.32,No
CUST00423,0.466866971372054,Month-to-month,10,58.34,No
CUST00424,0.6521132177467724,Month-to-month,11,88.15,No
CUST00425,0.39236526950010064,Month-to-month,17,32.57,Yes
CUST00426,0.24174449389772537,Month-to-month,72,120.0,No
CUST00427,0.44191067267670725,Two year,5,86.4,No
CUST00428,0.4065482328185885,Month-to-month,22,22.9,No
CUST00429,0.4206088660433543,Month-to-month,25,47.27,No
CUST00430,0.45271468543421806,Month-to-month,18,85.4,No
CUST00431,0.27866532537309147,One year,1,94.41,No
CUST00432,0.29854811376405427,One year,22,33.19,No
CUST00433,0.6756596743655204,Month-to-month,1,82.83,Yes
CUST00434,0.5097224922484995,Month-to-month,18,18.0,Yes
CUST00435,0.28104434204747597,One year,26,62.77,No
CUST00436,0.6658727611911927,Month-to-month,4,92.8,No
CUST00437,0.6290622545360837,Two year,36,51.21,Yes
CUST00438,0.4194497924578682,One year,0,27.33,No
CUST00439,0.533754392026594,Month-to-month,37,68.66,No
CUST00440,0.6086933937959328,Month-to-month,12,49.88,No
CUST00441,0.6810879039758068,Two year,4,80.74,Yes
CUST00442,0.6099815909877981,Month-to-month,2,42.87,No
CUST00443,0.5414230981710373,Month-to-month,61,45.68,Yes
CUST00444,0.4851005072258541,Two year,1,18.0,No
CUST00445,0.5855553622783982,Two year,4,69.25,Yes
CUST00446,0.3193881076775424,Two year,8,60.98,No
CUST00447,0.24548394819454664,One year,19,35.29,No
CUST00448,0.5673095179132703,Month-to-month,15,69.84,No
CUST00449,0.6429222319758406,Month-to-month,2,90.68,No
CUST00450,0.3744541286486037,One year,6,59.61,No
CUST00451,0.2780183597155262,One year,5,71.7,No
CUST00452,0.5499985752881775,Month-to-month,4,71.83,No
CUST00453,0.17330856549790966,Two year,10,34.89,No
CUST00454,0.4473523722446244,Month-to-month,24,116.41,No
CUST00455,0.745157363408308,Month-to-month,4,53.23,Yes
CUST00456,0.46218788864424826,Month-to-month,9,81.4,No
CUST00457,0.5611549770900965,Month-to-month,9,84.23,No
CUST00458,0.37059957974149127,Month-to-month,72,61.51,Yes
CUST00459,0.2934985674221475,Month-to-month,61,80.17,No
CUST00460,0.5336116619517607,Month-to-month,32,71.15,No
CUST00461,0.4491374070998341,One year,5,29.56,No
CUST00462,0.5821825707935535,One year,1,56.69,Yes
CUST00463,0.21934909378242096,One year,7,49.69,No
CUST00464,0.20661112593812575,Two year,6,53.46,No
CUST00465,0.5490366184714707,Month-to-month,14,32.4,Yes
CUST00466,0.5058466274884801,Month-to-month,30,93.16,No
CUST00467,0.2357022513695695,Two year,39,105.05,No
CUST00468,0.5413600326984591,Month-to-month,37,89.45,No
CUST00469,0.3580863087291729,Two year,8,96.76,No
CUST00470,0.39653705899932445,Month-to-month,23,56.38,No
CUST00471,0.30029469553331056,Two year,7,49.09,No
CUST00472,0.6952625175506012,Month-to-month,1,45.54,Yes
CUST00473,0.2821277013534004,Two year,24,81.1,No
CUST00474,0.599359229884247,Month-to-month,0,70.68,No
CUST00475,0.28210420066442565,Two year,10,63.07,No
CUST00476,0.43347885377097634,Month-to-month,7,97.38,No
CUST00477,0.30313174477521226,One year,23,75.12,No
CUST00478,0.38942607340629887,Two year,29,44.03,Yes
CUST00479,0.4860751258738464,Month-to-month,7,47.98,No
CUST00480,0.4025680471688361,One year,33,82.05,No
